Station,StationDescription,CBSeg2003,CBSeg2003Description,CBSegmentShed2009,CBSegmentShed2009Description,HUC8,HUC12,FIPS,State,CountyCity,USGSGage,FallLine,Latitude,Longitude,UTMX,UTMY,LLDatum
"ACB.MM","Mallows Marsh",,,"POTOH1_MD ","Potomac River-Oligohaline Region Segment 1 In Md","02070011","020700110303","51099","VA","King George",,"B",38.34766,-77.15787,311432,4246593,"NAD83 "
"AQU003.71","(Tidal) Conmon Station; 3.71 Miles Up River; Just Before Rr Bridge","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110203","51179","VA","Stafford",,"B",38.42050,-77.35320,294567,4255094,"NAD83 "
"AQU0037","Conmon Station; 3.71 Miles Up River. Just Before Rr Bridge","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110203","51179","VA","Stafford",,"B",38.42050,-77.35320,294567,4255094,"NAD83 "
"COA000.63","(Tidal) Deep Water Station At The Mouth Of The Coan River Above Pourrcines","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110806","51133","VA","Northumberland",,"B",37.99002,-76.46122,371687,4205714,"NAD83 "
"COA004.28","(Tidal) Shallows Off Of Hawk Nest Point; East Side (Garage With Green Roof)","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110805","51133","VA","Northumberland",,"B",37.95500,-76.48378,369644,4201860,"NAD83 "
"IH2","Large Shoreline Cove At Mouth Of Mattawoman Creek","NGISS ","Tidal Station No GIS Segment","MATTF     ","Mattawoman Creek-Tidal Fresh Region","02070011","020700110102","24017","MD","Charles",,"B",38.55320,-77.20348,307991,4269498,"NAD83 "
"IH3","West Of Stump Neck Pier On Potomac Shoreline","POTTF ","Potomac River-Tidal Fresh Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.53721,-77.24408,304410,4267809,"NAD83 "
"IH4","Off Of Stump Neck Point On Chicamuxen Creek","NGISS ","Tidal Station No GIS Segment","MATTF     ","Mattawoman Creek-Tidal Fresh Region","02070011","020700110102","24017","MD","Charles",,"B",38.56913,-77.17987,310091,4271217,"NAD83 "
"IH5","East Of Bullits Neck Point On Mattawoman Creek","POTTF ","Potomac River-Tidal Fresh Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.54966,-77.23917,304872,4269180,"NAD83 "
"IH6","North Of Point Landing On Chicamuxen Creek","POTTF ","Potomac River-Tidal Fresh Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.54455,-77.23460,305256,4268603,"NAD83 "
"LE2.2","Potomac River Off Ragged Point At Buoy 51b; Lower Estuarine Zone","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.15760,-76.59800,359996,4224507,"NAD83 "
"LE2.3","Mouth Of Potomac River; Boundary Between Cb5 And Le2; River Channel","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.02150,-76.34770,381707,4209057,"NAD83 "
"LOW003.42","(Tidal) Upriver Station In The Lower Machodoc River Near Cherry Orchard Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110803","51193","VA","Westmoreland",,"B",38.11082,-76.64082,356152,4219382,"NAD83 "
"MAO001.05","(Tidal) Mattox Creek Station Off Of Sheep Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110603","51193","VA","Westmoreland",,"B",38.21255,-76.97378,327200,4231239,"NAD83 "
"MAT0016","Mattawoman Creek At Black Day Beacon 1; Characterizes Tidal Fresh Zone","MATTF ","Mattawoman Creek-Tidal Fresh Region",,,"02070011","020700110102","24017","MD","Charles",,"B",38.56508,-77.19345,308897,4270795,"NAD83 "
"MAT0078","Mattawoman Creek Bridge On Maryland Route; Characterizes Tidal Fresh Zone","NGISS ","Tidal Station No GIS Segment","MATTF     ","Mattawoman Creek-Tidal Fresh Region","02070011","020700110102","24017","MD","Charles",,"B",38.58852,-77.11865,315475,4273244,"NAD83 "
"MON000.18","(Tidal) Colonial Beach Station At Marina On Back Side Of Gum Bar Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110604","51193","VA","Westmoreland",,"B",38.23197,-76.96372,328127,4233376,"NAD83 "
"NOM000.81","(Tidal) Area Of Deep Water Dissolved Oxygen Issues At The Mouth Of The Nomini River Off Of Kingcopsico Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","51193","VA","Westmoreland",,"B",38.15818,-76.71787,349494,4224759,"NAD83 "
"NOM002.36","(Tidal) Station On Pier Between The Mouth Of Buckner Creek And White Oak Point","NGISS ","Tidal Station No GIS Segment","POTMH_VA  ","Potomac River-Mesohaline Region In Virginia","02070011","020700110801","51193","VA","Westmoreland",,"B",38.13160,-76.71618,349588,4221807,"NAD83 "
"NOM004.69","(Tidal) Upper Most Station On Nomini Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110801","51193","VA","Westmoreland",,"B",38.10398,-76.71592,349554,4218742,"NAD83 "
"POM000.97","(Tidal) Station On Pier At Waugh Point Marina","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110206","51099","VA","King George",,"B",38.34360,-77.30485,298575,4246453,"NAD83 "
"POT022.86","(Tidal) Area Of Deep Water Dissolved Oxygen Issue At The Mouth Of The Lower Machodoc","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","51193","VA","Westmoreland",,"B",38.15212,-76.64825,355582,4223976,"NAD83 "
"POT040.14","(Tidal) Station In The Middle Of The Mouth Of Mattox Creek & Monroe Bay","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110604","24017","MD","Charles",,"B",38.22160,-76.95442,328916,4232208,"NAD83 "
"PWSWCD.PWSWCD_PL52_19_CMP15","Quantico Creek  South Fork at PW Forest Park",,,"POTTF_VA  ","Potomac River-Tidal Fresh Region In Virginia","02070011","020700110104","51153","VA","Prince William",,"A",38.56752,-77.36497,293959,4271437,"NAD83 "
"RET2.1","Buoy 27 Southwest Of Smith Point; Characterizes Transition Zone","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110207","24017","MD","Charles",,"B",38.40350,-77.26910,301863,4253023,"NAD83 "
"RET2.2","Bouy 19 Mid-Channel Off Maryland Point; Characterizes Transition Zone","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110207","24017","MD","Charles",,"B",38.35250,-77.20510,307317,4247228,"NAD83 "
"RET2.3","Bouy 13 Off Mouth Of Nanjemoy Creek; Characterizes Transition Zone","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110303","24017","MD","Charles",,"B",38.38818,-77.13053,313925,4251034,"NAD83 "
"RET2.4","Mid-Channel At Morgantown Bridge (U.S. Route 301); Characterizes Lower Estuarine","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110305","24017","MD","Charles",,"B",38.36260,-76.99063,326083,4247922,"NAD83 "
"ROS001.10","(Tidal)station Mid Way Up Rosier Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110602","51099","VA","King George",,"B",38.27273,-77.01050,324130,4237987,"NAD83 "
"SGC0041","St. Marys River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.16600,-76.52100,366758,4225326,"NAD83 "
"SMNT01","Locust Grove Cove","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110903","24037","MD","Saint Marys",,"A",38.16583,-76.50133,368481,4225279,"NAD83 "
"SMNT02","Warehouse Run","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.22066,-76.48967,369600,4231347,"NAD83 "
"SMNT03","Below St. Mary's Lake","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.25217,-76.53267,365893,4234905,"NAD83 "
"SMNT04","St. Mary's Lake","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.25250,-76.54134,365135,4234954,"NAD83 "
"SMNT05","Landfill Tributary","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.28133,-76.51717,367303,4238118,"NAD83 "
"SMNT06","Hickory Hills","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.27917,-76.51334,367634,4237873,"NAD83 "
"SMNT07","Norris Road","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.27267,-76.51200,367739,4237150,"NAD83 "
"SMNT08","Jarboesville","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.25267,-76.50684,368155,4234923,"NAD83 "
"SMNT09","Usgs Gaging Station","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.24166,-76.50350,368427,4233696,"NAD83 "
"SMNT09.5","Johns Creek","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"A",38.23672,-76.50090,368646,4233145,"NAD83 "
"SMNT10","Hilton Run","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110902","24037","MD","Saint Marys",,"A",38.23067,-76.46500,371777,4232423,"NAD83 "
"SMNT11","Pembrook Run","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110902","24037","MD","Saint Marys",,"A",38.22434,-76.45533,372612,4231707,"NAD83 "
"SMNT12","Eastern Branch","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110902","24037","MD","Saint Marys",,"A",38.22933,-76.42883,374941,4232225,"NAD83 "
"SMNT13","Fisherman Creek","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110902","24037","MD","Saint Marys",,"A",38.20167,-76.41917,375739,4229142,"NAD83 "
"SMNT14","Church Creek","NTGISS","NonTidal Station Outside of Segment Coverage","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110902","24037","MD","Saint Marys",,"A",38.16239,-76.40046,377312,4224759,"NAD83 "
"SMSMC","St. Mary's College","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.18933,-76.43367,374448,4227793,"NAD83 "
"SMT01","Adkins Road","POTMH ","Potomac River-Mesohaline Region","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110901","24037","MD","Saint Marys",,"B",38.22567,-76.49033,369551,4231903,"NAD83 "
"SMT02","Tippity Witchity","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.21017,-76.46567,371682,4230149,"NAD83 "
"SMT03","Short Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.20000,-76.44933,373095,4228998,"NAD83 "
"SMT04","Church Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.18867,-76.43984,373907,4227728,"NAD83 "
"SMT05","Chancellors Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.16933,-76.44800,373159,4225593,"NAD83 "
"SMT06","Priest Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.15100,-76.44950,372995,4223561,"NAD83 "
"SMT07","Mouth Of St. Mary's River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.11183,-76.44334,373468,4219206,"NAD83 "
"SMT08","Carthagena Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.16017,-76.47183,371055,4224609,"NAD83 "
"SMT09","St. George Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.16517,-76.52000,366844,4225232,"NAD83 "
"SMT10","St. Inigoes","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.16567,-76.41766,375810,4225146,"NAD83 "
"SMT10A","St. Inigoes After Split","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.17083,-76.41433,376111,4225714,"NAD83 "
"SMT10B","Church Cove","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.16317,-76.40967,376506,4224858,"NAD83 "
"SMT11","Chickencock Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.12192,-76.43225,374457,4220311,"NAD83 "
"SMT12","Rosecroft Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.15890,-76.43405,374363,4224417,"NAD83 "
"SMT13","St. Mary's River Piney Point Bridge","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110704","24037","MD","Saint Marys",,"B",38.13837,-76.50443,368160,4222236,"NAD83 "
"TF2.4","Bouy 44 Between Possum Point And Moss Point; Characterizes Tidal Fresh/Transition Zone","POTTF ","Potomac River-Tidal Fresh Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.53010,-77.26540,302532,4267065,"NAD83 "
"UMC001.78","(Tidal) Upper Machodoc Creek Station Off Of Baber Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110601","51099","VA","King George",,"B",38.31697,-77.05922,319977,4242990,"NAD83 "
"WES000.18","(Tidal) Station On Pier Across From Mundy Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110804","51193","VA","Westmoreland",,"B",38.02855,-76.55090,363883,4210117,"NAD83 "
"XBD9558","550 Yds S Of County Line And 850 Yds E Of Hollis Marsh 9 Ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110802","51193","VA","Westmoreland",,"B",38.15880,-76.73680,347837,4224859,"NAD83 "
"XBE2100","750 Yds S Of Fl"2" And 1850 Yds Ne Of Thicket Pt.","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.03480,-76.50120,368257,4210739,"NAD83 "
"XBE5486","Potomac River - Sandy Point Profiler","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.09050,-76.52270,366471,4216951,"NAD83 "
"XBE6753","1900 Yds North N East Of Mouth Of Bonum Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.11060,-76.57850,361616,4219263,"NAD83 "
"XBE6983","10 Yards Nne Of Buoy "b"","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.11500,-76.52830,366025,4219677,"NAD83 "
"XBE8396","Piney Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110704","24037","MD","Saint Marys",,"B",38.13780,-76.50580,368038,4222175,"NAD83 "
"XBE9300","Mouth Of Lower Machodoc Crk. 10 Ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110803","51193","VA","Westmoreland",,"B",38.15430,-76.66590,354040,4224246,"NAD83 "
"XBF0320","Potomac River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110806","51133","VA","Northumberland",,"B",38.00560,-76.46790,371128,4207452,"NAD83 "
"XBF0956","Smith Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110904","24037","MD","Saint Marys",,"B",38.12000,-76.41000,376404,4220068,"NAD83 "
"XBF2099","Cbibs Buoy; Potomac River; Point Lookout","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.03300,-76.33550,382796,4210318,"NAD83 "
"XBF3534","Potomac River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.05950,-76.44400,373319,4213400,"NAD83 "
"XBF5231","Sse Of St. Georges Is.","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.08670,-76.44830,372989,4216424,"NAD83 "
"XBF6734","St. Marys River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.11183,-76.44334,373468,4219206,"NAD83 "
"XBF6843","Sage Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.11350,-76.42850,374771,4219371,"NAD83 "
"XBF6903","Potomac River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110806","24037","MD","Saint Marys",,"B",37.94830,-76.32830,383294,4200910,"NAD83 "
"XBF7254","1 Km Nne Of Potomac View (Smith Creek)","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110904","24037","MD","Saint Marys",,"B",38.12000,-76.41000,376404,4220068,"NAD83 "
"XBF7904","Conmon Station; St Georges Iland; 750m Sse Of Bridge","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.13110,-76.49340,369113,4221414,"NAD83 "
"XBF9130","St. Marys River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110903","24037","MD","Saint Marys",,"B",38.15100,-76.44950,372995,4223561,"NAD83 "
"XBF9949","St. Marys River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.16570,-76.41770,375807,4225149,"NAD83 "
"XBG2601","Potomac River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.04430,-76.33340,382998,4211569,"NAD83 "
"XCC4530","800 Yds S Of W Or C"n"  9 Fo","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110604","24017","MD","Charles",,"B",38.24150,-76.95030,329324,4234408,"NAD83 "
"XCC8346","Conmon Station; Swan Point","NGISS ","Tidal Station No GIS Segment","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110306","24017","MD","Charles",,"B",38.30540,-76.92390,331782,4241451,"NAD83 "
"XCC9680","Conmon Station; Wicomico Beach","NGISS ","Tidal Station No GIS Segment","POTMH_MD  ","Potomac River-Mesohaline Region In Maryland","02070011","020700110504","24017","MD","Charles",,"B",38.32550,-76.86600,336890,4243578,"NAD83 "
"XCD0340","550 Yds N Of Mouth Of Currioman Bay Va; 7 Ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110802","24037","MD","Saint Marys",,"B",38.17150,-76.76560,345340,4226316,"NAD83 "
"XCD0517","850 Yds N Of Nomini Cliffs. 21 Ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.17440,-76.80560,341843,4226705,"NAD83 "
"XCD1466","Mid-River 2000 Yds Ne Of Bw N"53b"; 28 Ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.18960,-76.72310,349101,4228254,"NAD83 "
"XCD3596","1550 Yds Se Of Huggins Pt And 1150 Yds Due South Of Shore Line","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.22460,-76.67320,353541,4232058,"NAD83 "
"XCD3765","N Of Heron Isl. Bar; 1500m Ssw Of Cornish Pt.","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.22720,-76.72470,349038,4232429,"NAD83 "
"XCD5599","Conmon Station; Breton Bay; Pawpaw Point; 450m Nee Of Protestant Point","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110703","24037","MD","Saint Marys",,"B",38.25900,-76.67130,353777,4235873,"NAD83 "
"XCD6674","St. Clemements Bay; N Shore; 550m Nw Of Shipping Pt.","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110701","24037","MD","Saint Marys",,"B",38.27600,-76.70950,350469,4237820,"NAD83 "
"XCD7202","Wicomico R. 775m Nw Of Rock Pt.","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110504","24017","MD","Charles",,"B",38.28590,-76.83000,339950,4239120,"NAD83 "
"XCE0055","Ragged Point - Profiler","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.16667,-76.57500,362028,4225479,"NAD83 "
"XCE1407","Mid-River 2100 Yds Se Of Bw N"54b" 25 Ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.18940,-76.65560,355012,4228124,"NAD83 "
"XCE2643","780 Yds Due South Of Mouth Of Poplar Hill Creek 11ft Depth","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700111001","24037","MD","Saint Marys",,"B",38.20920,-76.59600,360270,4230230,"NAD83 "
"XCF1336","St. Marys River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.18870,-76.43980,373910,4227731,"NAD83 "
"XCF1440","St. Marys College","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.18930,-76.43390,374428,4227790,"NAD83 "
"XCF2621","St. Marys River","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110902","24037","MD","Saint Marys",,"B",38.21017,-76.46567,371682,4230149,"NAD83 "
"XDA0338","Se Of Fl R "2".  Below Mouth Of Potomac Cr.","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110207","24017","MD","Charles",,"B",38.33830,-77.27000,301607,4245789,"NAD83 "
"XDA6515","Se Of Marker "prv12b"","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.44170,-77.30830,298546,4257348,"NAD83 "
"XDA8236","MDDNR SWM Station; Conmon Mallows Bay","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110106","24017","MD","Charles",,"B",38.46978,-77.27277,301726,4260388,"NAD83 "
"XDB4544","Conmon Station; Blossom Point","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110303","24017","MD","Charles",,"B",38.40840,-77.11030,315743,4253238,"NAD83 "
"XDB4877","At Fl R"6" N Of Mathias Pt. 5 Ft Depth","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110305","24017","MD","Charles",,"B",38.41420,-77.03910,321975,4253741,"NAD83 "
"XDB8278","Midcreek Opposite Deep Pt; 7ft Depth","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110304","24017","MD","Charles",,"B",38.46970,-77.03710,322286,4259897,"NAD83 "
"XDB8884","Port Tobacco","POTOH ","Potomac River-Oligohaline Region",,,"02070011","020700110304","24017","MD","Charles",,"B",38.47963,-77.02748,323149,4260980,"NAD83 "
"XDC3807","Conmon Station; Pope's Creek; Gilligans Restaurant","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110305","24017","MD","Charles",,"B",38.39600,-76.98910,326297,4251626,"NAD83 "
"XEA3687","Mattawoman","MATTF ","Mattawoman Creek-Tidal Fresh Region",,,"02070011","020700110102","24017","MD","Charles",,"B",38.55925,-77.18870,309296,4270138,"NAD83 "
"XEB5404","Potomac River - Indian Head","MATTF ","Mattawoman Creek-Tidal Fresh Region",,,"02070011","020700110102","24017","MD","Charles",,"B",38.59017,-77.16063,311822,4273512,"NAD83 "
"YEO000.45","(Tidal) Area Of Deep Water Dissolved Oxygen Issues At The Mouth Of The Yeocomico Across From Parkers Creek","POTMH ","Potomac River-Mesohaline Region",,,"02070011","020700110804","51193","VA","Westmoreland",,"B",38.03765,-76.52498,366175,4211089,"NAD83 "
"1BMDD005.81","(NTN) Muddy Creek At Mount Clinton; Va","NTGISS","NonTidal Station Outside of Segment Coverage","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030502","51047","VA","Culpeper","01621050","A",38.48667,-77.96056,241771,4263968,"NAD83 "
"3-RAP066.54","(NTN) Rapidan River Near Ruckersville; Va ","NTGISS","NonTidal Station Outside of Segment Coverage","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030703","51079","VA","Greene","01665500","A",38.27985,-78.34084,207762,4242147,"NAD83 "
"3-ROB001.90","(NTN) Robinson River Near Locust Dale; Va","NTGISS","NonTidal Station Outside of Segment Coverage","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030906","51113","VA","Madison","01666500","A",38.33070,-78.10216,228835,4247063,"NAD83 "
"3-RPP147.10","(Ntid) Rt.# 15/29;Rappahannock River At Remington","NTGISS","NonTidal Station Outside of Segment Coverage","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030602","51061","VA","Fauquier","01664000","A",38.53012,-77.81361,254739,4268388,"NAD83 "
"3-RPP147.49","(NTN) Rappahannock River At Culpeper; Va","NTGISS","NonTidal Station Outside of Segment Coverage","RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030602","51047","VA","Culpeper","01664000","A",38.52889,-77.82027,254154,4268269,"NAD83 "
"ACB.FOR-Kinsey1","FOR Kinsey Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030701","51113","VA","Madison",,"A",38.42279,-78.37405,205437,4258119,"NAD83 "
"ACB.FOR-Kinsey2","FOR Kinsey Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030701","51113","VA","Madison",,"A",38.42312,-78.37227,205593,4258150,"NAD83 "
"CSAWCD.3BLC001.08","Blackwater Creek",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030403","51157","VA","Rappahannock",,"A",38.56170,-78.12940,227325,4272784,"NAD83 "
"CSAWCD.3Hazel026.16","Hazel Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030403","51047","VA","Culpeper",,"A",38.53260,-78.11990,228044,4269526,"NAD83 "
"JMSAWCD.CR1","Carter Run 1; Leeds Manor Rd (Rt. 688) bridge over Carter Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030202","51061","VA","Fauquier",,"A",38.69928,-77.90700,247192,4287418,"NAD83 "
"JMSAWCD.CR2","Carter Run 2; Conde Rd (Rt. 737) bridge over South Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030202","51061","VA","Fauquier",,"A",38.75895,-77.91523,246687,4294064,"NAD83 "
"JMSAWCD.CR3","Carter Run 3; Wilson Rd (Rt. 738) bridge over South Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030202","51061","VA","Fauquier",,"A",38.79938,-77.92217,246227,4298571,"NAD83 "
"JMSAWCD.CR4","Carter Run 4; Wilson Rd (Rt. 738) bridge over Carter Run",,,"RPPTF     ","Rappahannock River-Tidal Fresh Region","02080103","020801030202","51061","VA","Fauquier",,"A",38.74672,-77.88678,249117,4292628,"NAD83 "
